,ID,formula,smiles,HOMO_LUMO_gap
14048,KATCOY,C32 H28 N2,C1CC2N(C(C1C(=Nc1ccccc1)C2=Cc1ccccc1)c1ccccc1)c1ccccc1,5.975075920000002
14049,KATDIS,C18 H14 N2 O5,CCOC(=O)C1=C(C)OC23OC(=C(C#N)C12C(=O)c1ccccc31)N,6.31685093
14050,KATDIT,C22 H21 N1 O5,COC(=O)C12CCN(C)C31C(=O)c1ccccc1C3(O)OC2c1ccccc1,5.8901764100000005
14051,KATJIB,C36 H48 O1 S4,CCC1(CC)C2=CC=C(S2)C(CC)(CC)C2=CC=C(S2)C(CC)(CC)C2=CC=C(S2=O)C(CC)(CC)C2=CC=C1S2,6.4295060600000005
14052,KATKAS,C17 H13 N1 O2,OC1=CC=CC(=CNc2cccc3ccccc23)C1=O,4.91818574
14053,KATLID,C19 H20 O4 S9,COC(=O)C1=C(SC(S1)=C1SC(SC1=S)=C1SC(=C(SC(C)C)S1)SC(C)C)C(=O)OC,4.414503
14054,KATLOJ,C19 H20 O4 S9,CCCSC1=C(SCCC)SC(S1)=C1SC(=S)C(S1)=C1SC(=C(S1)C(=O)OC)C(=O)OC,4.21014549
14055,KATNUR,C18 H13 Cl1 N2 O2 S1,Clc1ccc(cc1)S(=O)(=O)c1cccc(c1)N=Nc1ccccc1,6.376988089999999
14056,KATQIG,C15 H14 F1 N3 S1,CC(=NNC(=S)Nc1ccccc1)c1ccccc1F,6.16446717
14057,KATSED,C10 H10 O2 S8,CCOc1c2SSSSSc2c(OCC)c2SSSc12,5.66758727
14058,KATVAC,C15 H21 N5 O3 S1,CSC1=NC(=CN1C)C=C1NC(=NC(=O)OCC(C)C)N(C)C1=O,5.61942313
14059,KAVJAV,C14 H8 Cl1 I1 N2 O3 S1,Clc1ccc(cc1)C(=O)C1=Nc2ccc(I)cc2S(=O)(=O)N1,5.70132939
14060,KAVKEY,C28 H16 F6,FC(F)(F)c1ccc(cc1)c1ccc2cc3cc(ccc3cc2c1)c1ccc(cc1)C(F)(F)F,5.252613650000001
14061,KAVMIG,C23 H15 N3 O1,O=C(c1ccccc1)C1=NC2=Nc3ccccc3N2C=C1c1ccccc1,5.601463609999999
14062,KAVMUQ,C32 H26 O10,COc1cc(OC)c2C(=O)C3=C(C4CC(C3=O)C35C4CCC(=O)C3=C(O)c3c(OC)cc(OC)cc3C5=O)C(=O)c2c1,4.329603479999999
14063,KAVNAX,C32 H26 O10,COc1cc(OC)c2C(=O)C3=C(C(CCC3=O)C3CCC(=O)C4=C3C(=O)c3cc(OC)cc(OC)c3C4=O)C(=O)c2c1,5.155469010000001
14064,KAVNEB,C32 H28 O10,COc1cc(OC)c2C(=O)C3=C(O)CCC4C5CCC(=O)c6c(O)c7c(OC)cc(OC)cc7c(OC34C(=O)c2c1)c56,5.73697631
14065,KAVNUQ,C22 H17 F6 N3 O2,COc1ccc2CC3N(C)CCC45C(Oc1c24)c1c(C=C35)c(nnc1C(F)(F)F)C(F)(F)F,5.73452728
14066,KAVSAE,C25 H24 N2 O3 S1,CN1C(=C(CC(NS(=O)(=O)c2ccccc2)C(=O)c2ccccc2)c2ccccc12)C,5.73017346
14067,KAVXEL,C22 H20 N6,C1CCN=CC2=CC=C(N2)c2nc3ccccc3nc2C2=NC(=CNC1)C=C2,5.25016463
14068,KAVXIP,C21 H18 N6,C1CNC=C2C=CC(=N2)c2nc3ccccc3nc2C2=CC=C(N2)C=NC1,5.24227332
14069,KAWBUI,C24 H19 Cl1 N2 O2 S2,COc1ccc(O)c(c1)C1=Nc2c(S1)nc1SC(=Cc1c2c1cccc(Cl)c1)C(C)C,5.89126486
14070,KAWCAP,C24 H19 Cl1 N2 O2 S2,COc1ccc(O)c(c1)C1=Nc2c(S1)nc1SC(=Cc1c2c1ccc(Cl)cc1)C(C)C,5.921741610000001
14071,KAWCET,C23 H18 Cl1 N3 O1 S2,CC(C)C1=Cc2c(S1)nc1SC(=Nc1c2c1ccccc1Cl)c1cc(N)ccc1O,5.6101712599999995
14072,KAWNEC,C26 H20 N2 O3,COc1ccc(cc1)N1C(=O)C2=C(N(C)C(=O)C2=C1c1ccccc1)c1ccccc1,4.77695865
14073,KAWNOM,C27 H24 N2 O4,CCOC(=O)C1=C(NC(=O)C1=C(Nc1ccc(OC)cc1)c1ccccc1)c1ccccc1,5.08335884
14074,KAWRIM,C22 H21 Br1 N2 O2,COc1cc2CCN3Cc4cc5cc(Br)ccc5nc4CC3c2cc1OC,6.08419359
14075,KAWTAE,C28 H29 N5 O1,Cc1cc(C)c(N2C=CN(C2=NN=NC(=O)c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,6.3495045900000004
14076,KAWTAG,C24 H28 N4 O6,COc1cc(NC2=CC(=Nc3cc(OC)c(OC)c(OC)c3)C(=CC2=N)N)cc(OC)c1OC,5.2498925199999995
14077,KAWVUA,C19 H16 O4,CC1(C)C(O)COc2c1ccc1C(=O)c3ccccc3C(=O)c21,5.98840951
14078,KAWWEN,C42 H41 N5 O2,CCN(CC)c1ccc2c(Oc3cc(ccc3C32N(C(C2=Nc4ccccc4N2)c2ccccc2)C(=O)c2ccccc32)N(CC)CC)c1,6.08881952
14079,KAWWOU,C25 H25 N1,CCN(CC)Cc1ccccc1c1c2ccccc2cc2ccccc12,5.60962703
14080,KAXGEW01,C34 H26,c1ccc(cc1)C=Cc1cc(c2ccccc2)c(C=Cc2ccccc2)cc1c1ccccc1,5.49887669
14081,KAXGIC,C48 H44 N2 O4,COc1ccc(cc1)N(c1ccc(OC)cc1)c1cc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)c2ccc3cc(cc4ccc1c2c34)C(C)(C)C,4.86321873
14082,KAXPUV,C50 H32 N2 O2,Oc1c(ccc2ccc3ccccc3c12)C=Nc1ccc2ccccc2c1c1c(ccc2ccccc12)N=Cc1ccc2ccc3ccccc3c2c1O,5.40526953
14083,KAXPUX,C33 H25 N1 O6,COc1ccc(cc1OC)C1=C2N(C=Cc3cc(OC)c(OC)cc23)C2=C1c1c(OC2=O)ccc2ccccc12,5.87085632
14084,KAXSUA,C28 H24 O4,Cc1cc2C3C4C(C(c2cc1C)c1cc(C)c(C)cc31)C(=O)c1c(O)ccc(O)c1C4=O,5.7897663999999995
14085,KAXTAH,C24 H14 O4,Oc1c2C3c4ccccc4C(c4ccccc34)c2c(O)c2C(=O)C=CC(=O)c12,5.53343514
14086,KAXTIP,C36 H22 O5,Oc1ccc(O)c2C(=O)c3cc4C5C(c4cc3C(=O)c12)C1(OC5(c2ccccc2)c2ccccc12)c1ccccc1,5.8722169
14087,KAXTOV,C36 H24 O5,Oc1ccc(O)c2C(=O)C3=C(CC4=C(C3)C3C4C4(OC3(c3ccccc3)c3ccccc43)c3ccccc3)C(=O)c12,5.50513531
14088,KAXTUZ,C13 H8 O5,CC1=C2C(=O)c3c(O)ccc(O)c3C(=O)C2=CO1,6.2556253
14089,KAXVAJ,C22 H24 O6,COC1=CC(=O)C2=C(C(C(=C(C)C2)C)c2cc(OC)c(OC)cc2OC)C1=O,4.75083572
14090,KAXXAI04,C14 H12 Cl1 N1 O2,Cc1c(Cl)cccc1Nc1ccccc1C(O)=O,6.08500992
14091,KAXXEM,C14 H14 N4,CC(=NNc1ccccc1)N=Nc1ccccc1,5.48010084
14092,KAXXOW,C17 H20 N4,CC(C)(C)C(=NNc1ccccc1)N=Nc1ccccc1,4.93560102
14093,KAXYUG,C15 H13 F3 N4 O1 S1,FC(F)(F)c1cccc(NC(=S)NNC(=O)Cc2ccccn2)c1,6.00936227
14094,KAYDIZ,C4 H4 N2 O1 S1,O=C1NC=CC(=S)N1,6.26977523
14095,KAYDUM,C28 H38 N2 O9,COC1CC(C)CC2=C(O)C(=O)C=C(NC(=O)C(=CC=CC(OC)C(OC(N)=O)C(=CC(C)C1O)C)C)C2=O,5.30594797
14096,KAYHOK,C30 H18,C1=CC=C2C(=Cc3c2ccc2ccc4ccc5C6=CC=CC=CC6=Cc5c4c32)C=C1,4.368243639999999
14097,KAYHUQ,C30 H18,C1=CC=C2C(=Cc3c4C=C5C=CC=CC=C5c4c4cc5ccccc5cc4c23)C=C1,4.10565378
14098,KAYNAC,C19 H15 P1,C=P1(c2ccccc2)c2ccccc2c2ccccc12,4.69341969
14099,KAYTIQ,C16 H25 N1 O3,CC1CC2CC(=O)C3(O)CCC[N+]4([O-])CCCC2C34C1,7.216187199999999
14100,KAYXAJ,C21 H46 N3 P3,CC(C)N(C(C)C)P(P=PN1C(C)(C)CCCC1(C)C)N(C(C)C)C(C)C,5.47193742
14102,KAYZUF01,C6 H10 N2 S2,CN1CCN(C)C(=S)C1=S,5.74894932
14103,KAZDUL01,C16 H13 N3 O1 S1,CSC1=NC(=Cc2ccccn2)C(=O)N1c1ccccc1,5.73044558
14104,KAZJIE,C26 H24 O1,O=C1CCC2CC3CC(C=CC3=CC2=C1)(c1ccccc1)c1ccccc1,5.941061700000001
14105,KAZKAX,C22 H16 O1,O=C1C=CC2=CC(C=CC2=C1)(c1ccccc1)c1ccccc1,5.882557220000001
14106,KAZKEB,C28 H20 O1,O=C1C=CC2=C(c3ccccc3)C(C=CC2=C1)(c1ccccc1)c1ccccc1,5.89833983
14107,KAZNAA,C19 H21 N1 O4,COc1cc2CCN(C)c3cc4CCC(O)C(=O)c4c(c1OC)c23,5.85725063
14108,KAZQIO,C14 H9 N1 O1 S1,CN1C(=O)c2cc3C=CSc3c3cccc1c23,5.93208194
14109,KAZWOY,C26 H22 N4,Cc1cc(ccc1N=Cc1cccnc1)c1ccc(N=Cc2cccnc2)c(C)c1,5.62785866
14110,KAZZOA,C15 H17 Cl2 N1 O2,CN1CC2CCC1CC2OC(=O)c1cc(Cl)cc(Cl)c1,6.4684183399999995
14111,KEBASC10,C8 H16 N6 O1 S2,CCOC(C)C(C=NNC(N)=S)=NNC(N)=S,5.457243269999999
14112,KEBCOK,C20 H17 N1 O1,CCCC(C#Cc1ccccc1)=C1C(=O)Nc2ccccc12,5.426766519999999
14113,KEBDEB,C38 H29 N3 O2,CC(N1C(=O)c2c3CCc4ccccc4c3c3c(CCc4cccc(N=Nc5ccccc5)c34)c2C1=O)c1ccccc1,5.6586075199999994
14114,KEBDIH,C36 H23 F1,CC1(F)C(c2ccccc2C1=C1c2ccccc2c2ccccc12)=C1c2ccccc2c2ccccc12,5.22268114
14115,KEBDON,C51 H46,CCCCCCCCCCC1(c2ccccc2)C(c2ccccc2C1=C1c2ccccc2c2ccccc12)=C1c2ccccc2c2ccccc12,4.73015506
14116,KEBDUT,C47 H46,CCCCCCC1(CCCCCC)C(c2ccccc2C1=C1c2ccccc2c2ccccc12)=C1c2ccccc2c2ccccc12,4.70239945
14117,KEBFAB,C42 H28,CC1(c2ccccc2)C(c2ccccc2C1=C1c2ccccc2c2ccccc12)=C1c2ccccc2c2ccccc12,4.832741990000001
14118,KEBHIK02,C18 H12 O4 S1,CC1=C(Sc2ccccc2C(O)=O)C(=O)c2ccccc2C1=O,5.26104918
14119,KEBJOR,C19 H11 N1 O3,CN1C(=O)c2c3Oc4ccccc4c3c3ccccc3c2C1=O,5.4395558699999995
14120,KEBKIO,C16 H8 Cl1 N1 O2 S1,Clc1cccc2SC(C(=O)c12)=C1C(=O)Nc2ccccc12,4.884987839999999
14121,KEBKOS,C27 H30 N2 O3,CCCCC12C(CCC(=O)N1CCC1=C2Nc2ccccc12)C(=O)c1ccc(OC)cc1,6.027321790000001
14122,KEBLAF,C25 H28 N2 O2 S1,CCCCC12C(CC(C)C(=O)N1CCC1=C2Nc2ccccc12)C(=O)C1=CC=CS1,5.69316598
14123,KEBSER,C25 H26 B1 N3,CC(C)(C)c1ccc(cc1)[B-](c1[nH+]cccc1)(c1ccccn1)c1ccccn1,6.276033849999999
14124,KEBSUH,C23 H21 N1 O1,CC(CN(c1ccccc1)c1ccccc1)=CC(=O)c1ccccc1,6.0311313900000005
14125,KEBWAR,C28 H21 N1,c1ccc(cc1)C#CC=C(N(c1ccccc1)c1ccccc1)c1ccccc1,5.43057612
14127,KEBWEV,C25 H23 N1,CC(C)N(c1ccccc1)C(=CC#Cc1ccccc1)c1ccccc1,6.00582479
14129,KEBWIZ,C41 H31 N1,CC(C)N(c1ccccc1)c1c2ccccc2c(C#Cc2ccccc2)c(c2ccccc2)c1C#Cc1ccccc1,5.28771634
14132,KECCED,C18 H8 Br1 F8 N3,Fc1nc(F)c(F)c(CN(Cc2c(F)c(F)nc(F)c2F)c2ccc(Br)cc2)c1F,6.1356231
14133,KECDEC,C32 H38 O10,COc1cc(OC)c(C=Cc2c(OC)c(OC)c(C=Cc3c(OC)cc(OC)cc3OC)c(OC)c2OC)c(OC)c1,5.42377327
14134,KECGAD,C22 H13 N3,N#CC(C#N)=C1c2ccccc2N(c2ccccc2)c2ccccc12,5.2202321099999995
14135,KECGEH,C22 H13 N2 P1,N#CC(C#N)=C1c2ccccc2P(c2ccccc2)c2ccccc12,5.72718021
14136,KECGIL,C22 H13 N2 P1 S1,S=P1(c2ccccc2)c2ccccc2C(=C(C#N)C#N)c2ccccc12,5.312206590000001
14137,KECJEJ,C40 H30 N4 S4,Cc1ccc(cc1)C1=NC(=CS1)C1=C(N=C(S1)c1ccc(C)cc1)C1=C(N=C(S1)c1ccc(C)cc1)C1=CN=C(S1)c1ccc(C)cc1,5.937796329999999
14138,KECJIN,C40 H28 N4 S4,Cc1ccc(cc1)C1=NC2=C(S1)C1=C(SC(=N1)c1ccc(C)cc1)C1=C(SC(=N1)c1ccc(C)cc1)C1=C2SC(=N1)c1ccc(C)cc1,4.89886565
14139,KECJOT,C40 H28 N4 S4,Cc1ccc(cc1)C1=NC2=C(S1)C1=C(N=C(S1)c1ccc(C)cc1)C1=C(SC(=N1)c1ccc(C)cc1)C1=C2N=C(S1)c1ccc(C)cc1,5.643369140000001
14140,KECLEJ,C18 H10 N2 O3,Oc1cc2cc(O)cc3C4=Nc5ccccc5N4C(=O)c(c1)c23,5.49098539
14141,KECMOU,C25 H25 N3 O8,COC(=O)C=C(C(=O)OC)C1(C)N(C(=N)c2c(N)c(C(=O)OC)c(cc12)C(=O)OC)c1ccccc1,6.062152360000001
14142,KECMUA,C25 H25 N3 O8,COC(=O)C1C(=C(C=C2C(=C(N)N(C(C)C12C(=O)OC)c1ccccc1)C#N)C(=O)OC)C(=O)OC,5.267307799999999
14143,KECNAH,C17 H15 N3 O4,COC(=O)C1=CC(=O)C=C2C(=C(N)N(CC3=CC=CO3)C12C)C#N,5.56989841
14144,KECPIR,C14 H6 O3,O=C1OC(=O)C2=C1c1cccc3cccc2c13,5.772078989999999
14145,KECPUF,C28 H30 N2,Cc1cc(C)c(N2C=CN(C2=Cc2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,5.86731885
14146,KECRES,C19 H15 N3 O4,CC1=NN(c2ccccc2)C(=O)C1(C)ON1C(=O)c2ccccc2C1=O,5.80582111
14147,KECTEU,C8 H6 Br2 O4,COC1=C(OC)C(=O)C(=C(Br)C1=O)Br,5.648811420000001
14148,KECYAV,C17 H14 O4,CC1=CC(=C(C(=O)O1)C(=O)C=CC=Cc1ccccc1)O,5.6205115800000005
14149,KECYOI,C41 H32 N4,Cc1ccc(cc1)C1=NC(=C2C=CC=CN12)C(c1ccccc1)(c1ccccc1)C1=C2C=CC=CN2C(=N1)c1ccc(C)cc1,5.82595754
14150,KEDCAZ,C14 H20 N6 O1,CN(C)C(C)=CC1=NC(=NC2=NC(=CC(=O)N12)C)N(C)C,5.8624208
14151,KEDNEM,C38 H24 N2,c1ccc2c(c1)cccc2N1c2ccccc2c2cc3N(c4cccc5ccccc45)c4ccccc4c3cc12,5.58813003
14152,KEDQUI,C46 H24,c1ccc2cc3c4cccc5c4c4c(cccc4c4c6cccc7c8cc9ccccc9cc8c8cccc(c8c67)c54)c3cc2c1,5.298056669999999
14154,KEDZUR,C36 H32 N6 O1,O=C(N(Cc1ccccc1)[N-]C1=NN(Cc2ccccc2)C(=[N+]1NCc1ccccc1)c1ccccc1)c1ccccc1,5.12335957
14155,KEFFEJ,C38 H20,c1ccc2c(c1)c1cccc3c1c1c2cccc1c1c2cccc4c5ccccc5c5cccc(c5c24)c31,5.24390601
14156,KEFFIM,C19 H15 N5 O1,NC(=NC1=C2C=CC=CN2C(=N1)c1ccccc1O)c1ccccn1,5.42948766
14157,KEFJEM,C21 H20 O2 S1,Cc1ccc(cc1)S(=O)c1ccccc1C(=O)C1CC2CC1C=C2,6.36365451
14158,KEFJIQ,C21 H17 F3 O3 S1,Cc1ccc(cc1)S(=O)c1ccccc1C(=O)C1C2OC(C=C2)C1C(F)(F)F,6.27059157
14160,KEFROC,C15 H16 Cl1 N3 O3 S1,Cc1cc(C)[n+]([N-]C(=O)c2ccc(Cl)c(c2)S(N)(=O)=O)c(C)c1,6.671415269999999
14161,KEFWUQ,C30 H56 N6 P2 S2,CCCCN1C(=S)N(CCCC)C2=C1P(N(CC)CC)C1=C(N(CCCC)C(=S)N1CCCC)P2N(CC)CC,5.9894979600000005
14162,KEFXAX,C18 H32 N6 P2 S2,CCN(CC)P1C2=C(N(C)C(=S)N2C)P(N(CC)CC)C2=C1N(C)C(=S)N2C,6.06133602
14163,KEFYOJ,C32 H24 O3,CCOC(=O)C(O)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,5.26023285
14164,KEFZEA,C31 H22 O3,COC(=O)C(Oc1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,5.10159047
14165,KEGCAB,C17 H14 O4,COc1ccc(cc1)C(=O)C=Cc1ccc2OCOc2c1,6.02187951
14166,KEGCIK,C21 H15 Cl1 N4 O1,Clc1ccccc1C(=O)N1N=C(NN=C1c1ccccc1)c1ccccc1,6.40855329
14167,KEGHEJ,C14 H8,c1cc2ccc3ccc4ccc1c2c34,5.01805152
14168,KEGKAL,C24 H16 Br2 O2,COc1ccc(Br)c2ccc3ccc4ccc5c(Br)ccc(OC)c5c4c3c12,5.80446054
14169,KEGKEP,C22 H10 Br2 F2,Fc1ccc(Br)c2ccc3ccc4ccc5c(Br)ccc(F)c5c4c3c12,5.930993480000001
14170,KEGMAL,C10 H10 N4,Cc1ccc(cc1)N=NC1=NC=CN1,6.02677756
14171,KEGMOA,C22 H20 N4,CN(C)c1ccc(cc1)C(=C=C=C(C#N)C#N)c1ccc(cc1)N(C)C,4.202798420000001
14172,KEGPUK,C34 H31 Br1 N2 O4,CCOC(=O)C1=CN(Cc2ccccc2)c2ccccc2C1C(Nc1ccc(Br)cc1)(C(=O)OC)c1ccccc1,6.14705189
14173,KEGQET,C20 H24 N4 O1,CC1CCC(C(C)C)C(C1)OCN1C=CC=C1C(C#N)=C(C#N)C#N,5.577789709999999
14174,KEGQIX,C18 H18 N2 O2,NC1CCCCC1N1C(=O)c2cccc3cccc(C1=O)c23,6.074125370000001
14175,KEGQIZ,C40 H40,CCCCCCc1ccc2c(c1)cc1c3ccccc3c3cc4cc(CCCCCC)ccc4c4ccc2c1c34,5.17478909
14176,KEGQOF,C40 H40,CCCCCCc1ccc2c(c1)cc1c3cccc4c5ccc(CCCCCC)cc5cc(c5cccc2c15)c34,4.8917906900000006
14177,KEGRAS,C36 H28 B1 N1,Cc1cc(C)c(c(C)c1)[B-]1([n+]2ccccc2c2ccccc12)c1cc2ccc3cccc4ccc(c1)c2c34,5.08417518
14178,KEGREW,C46 H36 B1 N1,Cc1cc(C)c(c(C)c1)[B-]1([n+]2ccccc2c2ccccc12)c1ccc2c(c1)c(c1ccccc1)c1ccccc1c2c1ccccc1,4.873286950000001
14179,KEGRIA,C46 H36 B1 N1,Cc1cc(C)c(c(C)c1)[B-]1([n+]2ccccc2c2ccccc12)c1ccc(cc1)c1c2ccccc2c(c2ccccc2)c2ccccc12,5.05043306
14180,KEGROG,C30 H26 B1 N1,Cc1cc(C)c(c(C)c1)[B-]12C3C=Cc4ccccc4C13c1ccccc1c1cccc[n+]21,4.68253514
14181,KEHGIN,C38 H25 Br2 N5 O2,Brc1ccc(cc1)N1N=Cc2ccccc2C1C1C(=O)N(c2ccccc2)C(=O)C1=C1N(N=Cc2ccccc12)c1ccc(Br)cc1,5.0844473
14182,KEHGOT,C20 H16 N2 O5,COC(=O)C(=O)C(C(=O)OC)=C1N(N=Cc2ccccc12)c1ccccc1,4.72797816
14183,KEHGUZ,C22 H20 N2 O6,COC(=O)C(OC(C)=O)=C(C1N(N=Cc2ccccc12)c1ccccc1)C(=O)OC,5.74405127
14184,KEHHIO,C18 H18 O4,COC1=C2OCCCC2C2(C)OC(=O)C(=C12)c1ccccc1,6.08011188
14185,KEHROG,C20 H13 N3,c1ccc2nc(ccc2c1)C1=NC=C2C=Cc3ccccc3N12,5.6795602899999995
14186,KEHZEC,C11 H8 O2 S2,OC(=CC(=O)C1=CC=CS1)C1=CC=CS1,6.1650114
14187,KEJBEG,C21 H23 Cl1 N4 O1,CCN(CC)CC1=NN=C(C)N1c1ccc(Cl)cc1C(=O)c1ccccc1,6.19113433
14188,KEJBIK,C18 H17 Cl1 N4 O1,CNCC1=NN=C(C)N1c1ccc(Cl)cc1C(=O)c1ccccc1,6.6202578700000005
14189,KEJFIQ,C23 H20 O1 S2,CC1(C)CC(=S)C2=C(C1)Oc1ccc3ccccc3c1C2C1=CC=CS1,5.83548152
14190,KEJFOX,C22 H15 N1 O2,Oc1c(nc2ccccc2c1c1ccccc1)C(=O)c1ccccc1,6.26542141
14191,KEJPIA,C28 H24 N4 O6 S1,COc1cc(cc(OC)c1OC)C1=NN=C(SCC(=O)c2ccc(C)cc2)N1N1C(=O)c2ccccc2C1=O,5.13723738
14192,KEKCOT,C16 H8 S5,S1C=CC=C1C1=CC2=C(S1)C1=C(S2)C=C(S1)C1=CC=CS1,5.08526364
14193,KEKDOW,C50 H36 N2 O4,CCOC(=O)C1=C(N(c2ccccc12)C1=C(c2ccccc2)c2cccc3c2N2C(=C3C(=O)OCC)c3ccccc3C(=C12)c1ccccc1)c1ccccc1,4.88743687
14194,KEKFAK,C33 H23 N1 O2,CCOC(=O)C1=C2N3C(=C(c4ccccc4)c4ccccc24)C=C(c2ccccc2)c2cccc1c32,4.90240313
14195,KEKJEQ,C26 H14 N2 O4,O=C1N(c2ccccc2)C(=O)c2ccc3C(=O)N(c4ccccc4)C(=O)c4ccc1c2c34,5.684458340000001
14196,KEKJIU02,C26 H30 N2 O4,CCCCCCN1C(=O)c2ccc3C(=O)N(CCCCCC)C(=O)c4ccc(C1=O)c2c34,5.661872880000001
14197,KEKMIZ,C38 H46 O2,CCCCCCCCOc1ccc2c(ccc3cc4c(ccc5cc(OCCCCCCCC)ccc45)cc23)c1,5.701601510000001
14198,KEKRUQ,C30 H16 Br2 O2,Brc1ccc2c(ccc3OC45C(Oc6ccc7cc(Br)ccc7c6C4=Cc4ccccc54)c23)c1,5.540510110000001
14199,KEKSAX,C30 H17 Br1 O2,Brc1ccc2c(ccc3OC45C(Oc6ccc7ccccc7c6C4=Cc4ccccc54)c23)c1,5.657246949999999
14200,KEKULN10,C48 H24,c1cc2cc3ccc4cc5ccc6cc7ccc8cc9ccc%10cc%11ccc%12cc1c1cc%12c%11cc%10c9cc8c7cc6c5cc4c3cc21,5.4164262
14201,KEKWIG,C5 H6 S5,CSC1=C(SC)SC(=S)S1,5.94976934
14202,KEKWON,C28 H33 Br1 O1,BrCCCCCCCCCCCOCc1ccc2ccc3cccc4ccc1c2c34,5.63738264
14203,KEKZAE,C28 H32 Cl1 N2 O4 P1,CCOP(=O)(Nc1ccc(Cl)cc1C1CC(N(C1=O)c1ccc(C)cc1)c1ccc(C)cc1)OCC,5.67112476
14204,KEKZIJ,C13 H12 N2,CN(C)c1cccc2cccc(C#N)c12,6.0885473999999995
14205,KELBUZ,C21 H10 F6 O4,FC(F)(F)C12Oc3ccccc3C=C1C(=O)C1=Cc3ccccc3OC1(O2)C(F)(F)F,5.92718389
14206,KELCOW,C22 H14 Br1 F2 N1 O2,FC(F)(C(=O)c1ccccc1)C1(Nc2ccc(Br)cc2C1=O)c1ccccc1,5.95303471
14207,KELFOX01,C34 H24 Cl4 N6,Clc1ccc(CN(Cc2ccc(Cl)cc2)c2nc(C#N)c(nc2C#N)N(Cc2ccc(Cl)cc2)Cc2ccc(Cl)cc2)cc1,5.58459255
14208,KELFUD,C34 H24 Cl4 N6,Clc1ccccc1CN(Cc1ccccc1Cl)c1nc(C#N)c(nc1C#N)N(Cc1ccccc1Cl)Cc1ccccc1Cl,5.19383707
14209,KELGAK,C34 H24 Br4 N6,Brc1ccc(CN(Cc2ccc(Br)cc2)c2nc(C#N)c(nc2C#N)N(Cc2ccc(Br)cc2)Cc2ccc(Br)cc2)cc1,5.668131499999999
14210,KELGEO01,C34 H24 Br4 N6,Brc1ccccc1CN(Cc1ccccc1Br)c1nc(C#N)c(nc1C#N)N(Cc1ccccc1Br)Cc1ccccc1Br,5.2303003200000004
14211,KELHOZ,C28 H43 N1 O1,CC1CCC(C(C)C)C2(C1)CC(C)(C)N(C2=C=O)c1c(cccc1C(C)C)C(C)C,6.0199747200000004
14212,KELMOE,C26 H16 N2 S2,S1C(=CC=C1c1ccnc2ccccc12)C1=CC=C(S1)c1ccnc2ccccc12,5.291798050000001
14213,KELMUK,C30 H18 N2 S1,S1C(=CC=C1c1c2ccccc2nc2ccccc12)c1c2ccccc2nc2ccccc12,5.3870379
14214,KELMUM,C12 H20 N2 O2 S2,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,6.22923027
14215,KELNAR,C26 H16 N2 S2,S1C(=CC=C1c1ccncc1)C1=CC=C(S1)c1c2ccccc2nc2ccccc12,5.38731001
14216,KELWEG,C30 H27 N1 O4,CC1(C)c2cc(C=O)cc3c2N2c4c1cc(C=O)cc4C(C)(C)c1cc(cc(c21)C3(C)C)C(O)=O,5.734527290000001
14217,KELWOQ,C30 H27 N1 O3,CC1(C)c2cc(C=O)cc3c2N2c4c1cc(C=O)cc4C(C)(C)c1cc(C=O)cc(c21)C3(C)C,5.58051085
14218,KEMBAG,C15 H14 O3,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,5.7892221699999995
14219,KEMBOU,C19 H23 N3 O5,COC1=CC(=CC(=CNC(CO)(CO)CO)C1=O)N=Nc1ccccc1C,5.041453300000001
14220,KEMBUA01,C15 H15 N3 O1 S1,CC(=NNC(=S)Nc1ccccc1)c1ccccc1O,6.01725357
14221,KEMGUE,C16 H24 N6 O1,CC1=C(C)CC23C4(C)OC5(C)N=NC(C)(N(N)C2(C)N=N4)C35C1,6.7280149499999995
14222,KEMHIT,C14 H11 N1 O1,N1C2=CC=CC=C1C=C1OC(=C2)C=CC=C1,5.11519616
14223,KEMHUH,C30 H30 N10 S3,S=C(NCCN(CCNC(=S)Nc1ccc(cc1)C#N)CCNC(=S)Nc1ccc(cc1)C#N)Nc1ccc(cc1)C#N,5.74976566
14224,KEMPEA,C40 H34 N2 S3,CCCCc1ccc(cc1)N1c2ccccc2C2=C1C1=C(S2)C2=C(S1)C1=C(S2)c2ccccc2N1c1ccc(CCCC)cc1,5.5383332
14225,KEMPUO,C15 H14 F1 N3 S1,CC(=NNC(=S)Nc1ccccc1)c1ccc(F)cc1,6.1198405
14226,KEMSOL,C17 H15 N1 O3,COC(=O)C(=Cc1ccccc1)[N+]([O-])=Cc1ccccc1,6.00609691
14227,KEMSUR,C12 H13 N1 O2,[O-][N+](=Cc1ccccc1)C1=COCCC1,6.06786675
14228,KEMTIH,C42 H49 Br1 N4,CCCCCC1=C(C)C2=CC3=NC(=C(C4=C(C)C(=C(N4)C=C4N=C(C=C1N2)C(=C4C)CCCCC)C)c1ccc(Br)cc1)C(=C3C)C,4.35409372
