,ID,formula,smiles,HOMO_LUMO_gap
14229,KEMVIK,C15 H10 Br1 I1 N2 S1,CSc1c(I)cnc2c(cc(Br)nc12)c1ccccc1,5.88337356
14230,KEMVOO,C17 H16 N2 O1,O=C1C2CCN(CC2)C1=Cc1ccnc2ccccc12,6.19548814
14231,KENBAJ,C26 H22 N2 S3,CC(C)N1c2ccccc2C2=C1C1=C(S2)C2=C(S1)C1=C(S2)c2ccccc2N1C(C)C,5.52282271
14232,KENCIQ01,C16 H10 N2 O1,O=C1c2ccccc2N=C1C1=CNc2ccccc12,5.062133960000001
14233,KENCOV,C11 H11 N1 O1 S1,CN(C)C=C1Sc2ccccc2C1=O,5.6248654
14234,KENGUG,C48 H38 N2 S2,Cc1ccc(cc1)C1=C2SC(=C(c3ccc(C)cc3)C3=NC(=C(C4=CC=C(S4)C(C)(C4=CC=C1N4)c1ccccc1)c1ccc(C)cc1)C=C3)C=C2,3.4811524900000004
14236,KENKEV,C14 H10 O2 S2,O=C(C=CC1=CC=CS1)C(=O)C=CC1=CC=CS1,5.73860899
14237,KENKIZ,C24 H26 O8,COc1cc(C=CC(=O)C(=O)C=Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,5.4675836
14238,KENLEV,C17 H14 O2 S1,COc1ccccc1C1Sc2ccccc2C=C1C=O,5.7190168
14239,KENMIA,C39 H47 N5,CCC1C2=NC3=C(C=C(C#N)C13CC)C1=C(CC)C(=C(N1)C=C1N=C(C=C3NC(=C2)C(=C3CC)CC)C(=C1CC)CC)CC,3.730953
14240,KENMIC,C44 H32 N4 O4,C=C(COc1cc2ccccc2cc1C(=O)Nc1cccc2cccnc12)COc1cc2ccccc2cc1C(=O)Nc1cccc2cccnc12,5.81997103
14241,KENPAW,C30 H22 N4 O2,Oc1ccc2ccccc2c1C=NNC(=O)c1cc2c(cn1)N(Cc1ccccc1)c1ccccc21,5.97616439
14242,KENXAD,C35 H22,c1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc2ccc3cccc4ccc1c2c34,5.63738264
14243,KENYOS,C11 H13 N3 O1 S2,CN(C)c1ccncc1C(=O)N1CCSC1=S,6.056710090000001
14244,KEPDEP,C23 H19 N3 O5 S1,COc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)C(=O)C=C1Nc2ccccc2NC1=O,5.61833467
14245,KEPDUE,C16 H16 O4,COC1=CC=C(C=CC1=O)c1ccc(OC)c(OC)c1,5.71928891
14246,KEPFAM,C33 H30 N2 O1,CC1Cc2ccccc2C(=O)C21C(c1ccc(C)cc1)C(=NN2c1ccccc1)c1ccc(C)cc1,5.5595580799999995
14247,KEPHAO,C17 H13 Cl1,Clc1c2ccccc2c(C2CC2)c2ccccc12,5.37560912
14248,KEPJEU,C34 H26 N2,CN1c2ccccc2C=C1C(c1ccccc1)=C1C=C(c2ccccc2)C2=C1c1ccccc1N2C,5.3399622
14249,KEPKAT,C20 H26 O7,COC(Cc1ccc(OC)c(OC)c1C1=CC(OC)(OC)C(=O)C=C1)OC,6.10514635
14250,KEPMOJ,C21 H19 N1 O3,COc1ccc2N(Cc3ccccc3)C(=O)C(=CC(=O)C3CC3)c2c1,5.08961746
14251,KEPQEB,C29 H40 N4,CC(C)(C)CN1c2ccccc2N2CC(C)(C)CN3c4ccccc4N(CC(C)(C)C)C3=C12,5.6305798
14252,KEPQIF,C30 H44 N4,CC(C)CN1c2ccccc2N(CC(C)C)C1=C1N(CC(C)C)c2ccccc2N1CC(C)C,5.58295987
14254,KEPRIJ,C30 H25 N3 O2 S1,CN1c2ccccc2C2=C1N(C(c1ccccc1)C(=N2)c1ccccc1)S(=O)(=O)c1ccc(C)cc1,5.70894858
14256,KEPXAG,C42 H31 N3,CN(C)c1ccc(cc1)C(C=C1C(=C(c2ccccc2)C(=C1c1ccccc1)c1ccccc1)c1ccccc1)=C(C#N)C#N,5.03383412
14257,KEPXUB,C24 H19 N3 O2,C=CCN1C(=O)C2(OC(=NN2c2ccccc2)c2ccccc2)c2ccccc12,6.14242595
14258,KEQDIV01,C17 H12 O2,O=C1OC(=CC(=C1)c1ccccc1)c1ccccc1,5.9726269
14259,KEQDUG,C24 H24 N4,C1CCC(Nc2cccc3cccnc23)C(C1)Nc1cccc2cccnc12,5.896979249999999
14261,KEQHAQ,C11 H15 N1 O3,COc1ccc(C(C)=[NH+]CCO)c([O-])c1,5.8482708699999995
14262,KEQJEV,C6 H5 N1 O2 S1,NC1=CC(=O)SC1=CC=O,6.123377980000001
14263,KEQJIA,C18 H17 N1 O3,COc1ccc(cc1)C(=Cc1ccc(OC)c(OC)c1)C#N,5.68010451
14264,KEQKOH,C10 H7 N5,NC(C#N)=C(N=Cc1ccncc1)C#N,5.84500551
14265,KEQKUM,C13 H18 N4 O2,CCN(CC)C1=NC(OC(=C1C#N)[O-])=CC=[N+](C)C,6.0401111400000005
14266,KEQLAT,C23 H16 N2,Cc1ccc(cc1)c1cc2nc3ccccc3nc2c2ccccc12,5.6199673500000005
14267,KEQLAU,C31 H18 F6 S2,CC1=C(C=C(S1)c1ccc(cc1)C#C)C1=C(C2=C(C)SC(=C2)c2ccc(cc2)C#C)C(F)(F)C(F)(F)C1(F)F,5.951402020000001
14268,KEQMAW,C23 H18 I1 N1 O1,CCN1c2ccccc2c2c1ccc1OCC(=C(c3ccccc3)c21)I,5.771534770000001
14269,KEQPEE,C25 H26 O4 S1,CCc1ccc(cc1)C=C1OC(=C(C1=O)C(=CS(C)(=O)=O)c1ccc(CC)cc1)C,5.970994220000001
14270,KEQRAC,C28 H21 N5 O1,CC1=NN(c2ccccc2)c2nc3N(N=C(C)c3c(C(=O)c3ccccc3)c12)c1ccccc1,5.80990282
14271,KEQSIL,C16 H14 O7,COC(=O)C1=C(C(=O)OC)C(=O)OC(=C1)c1ccc(OC)cc1,5.628674999999999
14272,KEQSOP,C8 H8 O3,COC1=CC=C(O)C(=O)C=C1,6.0801118800000005
14273,KEQVUA,C37 H25 I1 N2,CN(C)c1c(ccc2ccc3c(N(C)C4=C3c3cccc5cccc4c35)c12)C#Cc1cccc2cccc(I)c12,5.0177794
14274,KEQWEJ,C18 H17 Cl1 N2 O2,CN(C)c1ccc(cc1)C=NOC(=O)C=Cc1cccc(Cl)c1,5.65398159
14275,KEQWOV,C42 H40 N4,CN(C)c1cccc2c(ccc(N(C)C)c12)c1c2cc(N(C)C)c3c(cccc3c2cc2c3cccc4cccc(c34)c12)N(C)C,5.14213543
14276,KEQXOU,C18 H16 Br1 N3 O1,CN1N(c2ccccc2)C(=O)C(=C1C)N=Cc1ccc(Br)cc1,5.66323346
14277,KEQYOV,C15 H13 Br1 N2 O1 S1,Cc1ccc(cc1)C(=O)NC(=S)Nc1ccc(Br)cc1,6.01888626
14278,KEQZIS,C16 H11 N3 O1,CCN1c2ccc(cc2Oc2cc(ccc12)C#N)C#N,5.83656998
14279,KEQZOV,C32 H26 N1 O4 P1 S2,COC(=O)C1=C(C(=O)OC)C(SC1=NP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,5.66350557
14280,KEQZUC,C19 H19 N3 O1,CC(C)NC1=NC(=Cc2ccccc2)C(=O)N1c1ccccc1,5.86160445
14281,KERBIU,C21 H19 N3 O3,CCOC(=O)c1cc(N=Nc2ccc(C)cc2)c(nc1O)c1ccccc1,6.0395669100000005
14282,KERBUG,C21 H20 N4 O2,CCOC(=O)c1cc(N=Nc2ccc(C)cc2)c(nc1N)c1ccccc1,5.96147023
14283,KERDET,C10 H5 N1 O2 S1,O=C1SC2=Cc3ccccc3OC2=N1,5.91439454
14284,KERDIU,C19 H20 N6 S1,CCN(CC)C(SC)=C(C#N)c1nc(N)c(C#N)c(n1)c1ccccc1,5.762827119999999
14285,KERDIX,C12 H11 Cl1 N2 O2 S1,OCCNC1=NC(=O)SC1=Cc1ccc(Cl)cc1,5.9116734
14286,KERDUJ,C32 H22 N2,c1ccc(cc1)N1c2cc3ccccc3cc2N(c2ccccc2)c2cc3ccccc3cc12,5.62350483
14287,KERFIX,C23 H20 N2 O3,CCOC(=O)C1=C(N)c2c(O1)nc(cc2c1ccc(C)cc1)c1ccccc1,5.69425444
14288,KERGUK,C22 H22 O4,CCCOC(=O)c1cccc2cc3cccc(C(=O)OCCC)c3cc12,5.375064889999999
14290,KERPAZ,C16 H13 N1 O3,COc1ccccc1CN1C(=O)c2ccccc2C1=O,6.16609985
14291,KERPED,C23 H20 Cl1 F1 N2 O4,CN(C(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl)c1ccccc1,5.73126192
14293,KERQUU,C25 H22 Br1 N1 O2,CN1C2=C(C(c3ccc(Br)cc3)C3=C1c1ccccc1C3=O)C(=O)CC(C)(C)C2,5.33451993
14295,KERRUW,C14 H11 Cl1 N2 O2 S1,Oc1ccc(Cl)cc1NC(=S)NC(=O)c1ccccc1,6.0197026000000005
14296,KERSAC,C14 H16 N4 O1 S1,OCCCC1=NNC(=S)N1N=CC=Cc1ccccc1,5.61506931
14297,KERWAG,C9 H9 Cl2 N1 O2,OCC[NH+]=Cc1cc(Cl)cc(Cl)c1[O-],5.3794187099999995
14299,KESGUN,C15 H22 N4 O3 S1,COc1cc(ccc1O)C=NNC(=S)NCCN1CCOCC1,5.94976934
14300,KESKIF,C24 H22 N2 O5 S1,CCOC(=O)C=C(N1C(Sc2ccccc12)c1ccc2cccnc2c1O)C(=O)OCC,5.07737234
14301,KESMON,C27 H22 O7,CCOC(=O)C=CC1=C2Oc3cc(OC)ccc3C(=C2C=CC1=O)c1ccccc1C(=O)OC,4.77070003
14302,KESNEE,C38 H30 O4,CCOc1ccc2cc(ccc2c1c1c(OCC)ccc2cc(ccc12)c1ccc(C=O)cc1)c1ccc(C=O)cc1,5.76010599
14303,KESPUW,C11 H13 F1 N4 O1 S1,CC(=NO)C(C)=NNC(=S)Nc1ccc(F)cc1,6.1086838299999995
14304,KESQAD,C11 H13 Br1 N4 O1 S1,CC(=NO)C(C)=NNC(=S)Nc1ccc(Br)cc1,6.108411719999999
14305,KESQOR,C11 H13 Cl1 N4 O1 S1,CC(=NO)C(C)=NNC(=S)Nc1ccc(Cl)cc1,6.0689552099999995
14306,KESQUW,C20 H18 N2 O2 S1,CCOC(=O)C1=C(C)N=C2Sc3ccccc3N2C1c1ccccc1,6.0490908899999996
14307,KESWOU,C10 H8 N2 O2,O=C1NC(=O)C(N1)=C1C=CC=CC=C1,5.0686647
14309,KESZOX,C10 H21 N4 P1 S2,CN1CCN2CCN(C)[P+]1(N(C)CC2)C(=S)[S-],5.701057280000001
14310,KETCAN01,C12 H17 N3 O2 S1,COc1ccc(C(C)=NNC(=S)N(C)C)c(O)c1,6.316034579999999
14311,KETDAQ,C17 H17 B1 F2 N2 O1,CC1=CC(=C2N1[B-](F)(F)[N+]1=C(C)C=C(C)C1=C2C1=CC=CO1)C,4.6319219700000005
14312,KETDEU,C17 H17 B1 F2 N2 S1,CC1=CC(=C2N1[B-](F)(F)[N+]1=C(C)C=C(C)C1=C2C1=CC=CS1)C,4.66348717
14313,KETDIY,C17 H17 B1 F2 N2 O1,CC1=CC(=C2N1[B-](F)(F)[N+]1=C(C)C=C(C)C1=C2C1=COC=C1)C,4.73750214
14314,KETKAY,C44 H28 N4 O2,O1c2ccccc2N(c2ccc(cc2)c2nc3ccccc3nc2c2ccc(cc2)N2c3ccccc3Oc3ccccc23)c2ccccc12,4.648793019999999
14315,KETPOR,C34 H24 N2 S4,CC1=CC=C(S1)c1nc(C2=CC=C(C)S2)c2ccc3c(nc(C4=CC=C(C)S4)c4ccc1c2c34)C1=CC=C(C)S1,4.25667697
14316,KETPUV,C25 H20 Br1 N1 O4,CCOC1CC(Nc2cccc3C(=O)c4ccccc4C(=O)c23)c2cc(Br)ccc2O1,5.11057023
14317,KETPUW,C23 H16 N6,Cc1ccc2nc(C3=Nc4ccccc4N3)c(nc2c1)C1=Nc2ccccc2N1,5.402276280000001
14318,KETPUX,C34 H48 N2,CCCCCc1nc(CCCCC)c2ccc3c(CCCCC)nc(CCCCC)c4ccc1c2c34,5.44663083
14319,KETQAC,C25 H19 N1 O4,O=C1c2ccccc2C(=O)c2c(NC3C4CCOC4Oc4ccccc34)cccc12,5.21723885
14320,KETQEG,C26 H21 N1 O5,COc1ccc2OC3OCCC3C(Nc3cccc4C(=O)c5ccccc5C(=O)c34)c2c1,5.00689485
14321,KETQEI,C16 H8 F7 N3,NC1=CC(=NN1c1c(F)c(F)c(c(F)c1F)C(F)(F)F)c1ccccc1,6.10351366
14322,KETQIK,C26 H23 N1 O4,CCOC1CC(Nc2cccc3C(=O)c4ccccc4C(=O)c23)c2cc(C)ccc2O1,5.1179173
14323,KETQOQ,C26 H23 N1 O5,CCOC1CC(Nc2cccc3C(=O)c4ccccc4C(=O)c23)c2cc(OC)ccc2O1,5.083358839999999
14324,KETSOT,C21 H20 F3 N3 O3,COC(=O)C1=C(c2ccc(OC)cc2)C(C#N)(C#N)C(=C1C(F)(F)F)NC(C)(C)C,4.667840999999999
14325,KETWOX04,C25 H16 O1,O=C1c2cc(ccc2c2ccc(cc12)c1ccccc1)c1ccccc1,5.58377622
14326,KETWUB,C36 H25 N1 O12,COC1=C(C(C)C23OC42C1C#CC=CC#CC3Nc1c4cc(OC(C)=O)c2C(=O)c3c(OC(C)=O)ccc(OC(C)=O)c3C(=O)c12)C(O)=O,4.9100223199999995
14327,KETXOY,C26 H15 Br2 Cl1,Clc1ccc(Br)cc1c1c2ccccc2c(c2ccccc2)c2cc(Br)ccc12,5.39873879
14328,KETXUE,C26 H17 Br1,Brc1ccccc1c1c2ccccc2c(c2ccccc2)c2ccccc12,5.36472457
14329,KETYAL,C26 H17 Cl1,Clc1ccccc1c1c2ccccc2c(c2ccccc2)c2ccccc12,5.49724401
14330,KETZOZ,C18 H15 N1 O3,COc1cc2CCN=C3c4ccccc4C(=O)c(c1OC)c23,6.00609691
14331,KEVDUL,C34 H36,CC(C)(C)C1Cc2ccc3ccccc3c2C1=C1C(Cc2ccc3ccccc3c12)C(C)(C)C,4.628928719999999
14332,KEVGIB,C21 H18 O2,O=C1C2C3CC(C2C(=O)C2=C1C1CC2C=C1)C1=C3C2CC1C=C2,5.78214721
14333,KEVHEB,C16 H11 F1 N2 O3,Fc1ccc(NNC(=O)C2=Cc3ccccc3OC2=O)cc1,5.09587608
14334,KEVKUU,C15 H10 N4 O1,N=C1N=C2N(C(=O)Nc3ccccc23)c2ccccc12,5.931809830000001
14335,KEVLON,C25 H23 N3 O2,COc1cc(OC)c2C(=C(Nc2c1C=Nc1ccccc1)C=Nc1ccccc1)C,5.30975757
14336,KEVMEG,C22 H8 F9 N1 O1,Fc1cc(F)c2NC(c3cc(F)c(F)c(F)c3)C(=Cc3cc(F)c(F)c(F)c3)C(=O)c2c1F,5.673301670000001
14337,KEVMIK,C22 H8 F9 N1 O1,Fc1cc(cc(F)c1F)C=C1C(Nc2c(F)c(F)c(F)cc2C1=O)c1cc(F)c(F)c(F)c1,5.79493656
14338,KEVMOQ,C23 H11 F7 N2,Cc1c2cc(F)cc(F)c2nc2c3cc(F)cc(F)c3NC(c3cc(F)c(F)c(F)c3)c12,5.687723699999999
14339,KEVPIM,C23 H17 N3 O1,O=C1C=Cc2ccccc2C1=CNc1ccccc1N=Nc1ccccc1,4.9843094
14340,KEVQUY,C27 H26 N4 O5,COc1cc(cc(OC)c1OC)C(=O)NNC(c1ccccc1)=C1C(=NN(C1=O)c1ccccc1)C,5.6757507
14342,KEWDOI,C28 H22 F1 N3,CCCCN1c2ccccc2c2cc(ccc12)C(C=Cc1ccc(F)cc1)=C(C#N)C#N,5.06839258
14343,KEWFOJ,C34 H42 N4 O4,CC(C)(C)OC(=O)NN(C(CCc1ccccc1)C1CC(=NN1c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C,6.0088180499999995
14344,KEWKAB,C32 H26 Cl1 N3 O2,CN1CC(c2ccccc2Cl)C2(CCc3nc(ccc3C2=O)c2ccccc2)C21C(=O)Nc1ccccc21,6.307326939999999
14345,KEWKEF,C27 H18 O1,O=C(C=Cc1ccc2ccccc2c1)c1c2ccccc2cc2ccccc12,5.34649293
14346,KEWZAQ,C34 H44 N2 O8,COc1c(O)c(CN2CCOCC2)c2Oc3c(CN4CCOCC4)c(O)c(CC=C(C)C)c(O)c3C(=O)c2c1CC=C(C)C,6.4398463900000005
14347,KEXBAS,C33 H28 O4,COc1cc2C=C(C(C(C(=O)c3ccccc3)c2cc1OC)c1ccc(C)cc1)C(=O)c1ccccc1,5.954667390000001
14348,KEXFOL,C36 H38 N6 O2,CCCCC(CC)CN1C(=O)C(=C(C#N)C#N)c2ccc3c(ccc4c3N(CC(CC)CCCC)C(=O)C4=C(C#N)C#N)c12,4.01123027
14349,KEXFUO,C21 H20 N2 O6,CC1=CN(CCCCCOc2c3OC=Cc3cc3C=CC(=O)Oc23)C(=O)NC1=O,5.95249048
14350,KEXGAV,C21 H22 N2 O6,CC1=CN(CCCCCOc2c3OCCc3cc3C=CC(=O)Oc23)C(=O)NC1=O,5.963102920000001
14351,KEXHOM,C19 H16 N4 O2,CN1C(=O)N=C2N(c3ccccc3N=C2C1=O)c1c(C)cccc1C,5.573708
14352,KEXHUS,C22 H22 N4 O2,CC(C)c1cccc(C(C)C)c1N1c2ccccc2N=C2C(=O)NC(=O)N=C12,5.5462245
14353,KEXJAA,C18 H14 N4 O2,Cc1cccc(C)c1N1c2ccccc2N=C2C(=O)NC(=O)N=C12,5.58023873
14354,KEXJED,C14 H10 N2 O2,Nc1ccccc1N1C(=O)c2ccccc2C1=O,5.68200931
14355,KEXJEE,C16 H10 N4 O2,O=C1NC(=O)C2=Nc3ccccc3N(c3ccccc3)C2=N1,5.50323051
14356,KEXJII,C20 H18 N4 O2,CCc1cccc(CC)c1N1c2ccccc2N=C2C(=O)NC(=O)N=C12,5.55629271
14357,KEXPUY,C21 H30 O3,COC1=C(C(C)C)C(=O)C2=C(C1=O)C1(C)CCCC(C)(C)C1CC2,6.07956764
14358,KEXRAG,C21 H28 O3,COC1=C(C(C)C)C(=O)C2=C(C1=O)C1(C)CCCC(C)(C)C1=CC2,5.69507078
14359,KEXRAJ,C13 H13 N3 O3 S1,COc1cccc2C=C(C(C)=NNC(N)=S)C(=O)Oc12,5.11274714
14360,KEXREN,C14 H15 N3 O3 S1,CNC(=S)NN=C(C)C1=Cc2cccc(OC)c2OC1=O,5.47574701
14361,KEXRIR,C15 H17 N3 O3 S1,CCNC(=S)NN=C(C)C1=Cc2cccc(OC)c2OC1=O,5.18649
14362,KEXROW,C15 H13 N1 O3,CCOC(=O)C(=CC1=Cc2ccccc2OC1)C#N,5.342139120000001
14363,KEXROX,C19 H17 N3 O3 S1,COc1cccc2C=C(C(=O)Oc12)C(C)=NNC(=S)Nc1ccccc1,5.28118561
14364,KEXRUC,C13 H8 N2 O1,N#CC(=CC1=Cc2ccccc2OC1)C#N,5.23628683
14365,KEXVAN,C15 H17 N5 O4,CN1C(=O)N(C)C(=O)C(=CNNC(=O)CNc2ccccc2)C1=O,6.18678051
14366,KEXVUH,C24 H23 F1 N6 O1 S1,Fc1ccc(cc1)C=NN1C(=S)N(CN2CCN(CC2)c2ccccc2)N=C1C1=CC=CO1,5.60173573
14367,KEYGON,C30 H28 N2 O4,COc1cccc(C=Nc2cc(C)ccc2c2ccc(C)cc2N=Cc2cccc(OC)c2O)c1O,6.097255049999999
14368,KEYHAA,C30 H28 N2 O4,COc1ccc(O)c(C=Nc2cc(C)ccc2c2ccc(C)cc2N=Cc2cc(OC)ccc2O)c1,5.867863069999999
14369,KEYJUU,C17 H13 N3 O1,COC1=NC(C=C1)=C(C1=CC=CN1)c1ccc(cc1)C#N,5.0596849299999995
14370,KEYNIO,C19 H20 N2 O5,COC(=O)c1ccc(NCCN(C=O)c2ccc(cc2)C(=O)OC)cc1,6.07548594
14371,KEYNOU,C21 H24 N2 O5,COC(=O)c1ccc(NCCCCN(C=O)c2ccc(cc2)C(=O)OC)cc1,6.0550774
14372,KEYPOW,C19 H20 O7,COc1ccc2C(=CC(=O)Oc2c1OC)C=C(C(C)=O)C(=O)OC(C)C,6.1407932700000005
14373,KEYREM,C30 H24 O2 S1,COc1ccc(cc1)c1ccc(cc1)C1=CC=C(S1)c1ccc(cc1)c1ccc(OC)cc1,5.291253820000001
14375,KEYSOZ,C20 H14 N2 O3 S1,O=C(Nc1ccccc1C1=NS(=O)(=O)c2ccccc12)c1ccccc1,5.85806698
14376,KEYTIT,C48 H48 N2 O2,CCCCCCN1C(=O)c2cc3c(cc2C(=C1c1ccccc1)c1ccccc1)C(=O)N(CCCCCC)C(=C3c1ccccc1)c1ccccc1,5.817794119999999
14378,KEYTOZ,C48 H48 N2 O2,CCCCCCOc1nc(c2ccccc2)c(c2ccccc2)c2cc3c(OCCCCCC)nc(c4ccccc4)c(c4ccccc4)c3cc12,5.298873009999999
14379,KEYVOA,C29 H16 O1,O=C1c2c3ccccc3cc3ccc4C5c6ccccc6C1(c1ccccc51)c4c23,4.96172395
14380,KEYWAN,C35 H20 O1,O=C1c2c3ccccc3c(c3ccccc3)c3ccc4C5c6ccccc6C1(c1ccccc51)c4c23,4.832469870000001
14381,KEYXIX,C22 H23 N1 O4,CCOC(=O)C1(Cc2ccccc2)N(CC=C)c2ccc(OC)cc2C1=O,5.86568616
14382,KEYXUK,C24 H21 N5 O4 S1,Cc1ccc(OCC2=NN=C(O2)SCC2=CN(CC3=CC(=O)Oc4ccc(C)cc34)N=N2)cc1,5.99085853
14383,KEYYEV,C39 H35 N3 O1,COc1ccc(cc1)c1cc(C=Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)c(C#N)c(c1)N1CCCCC1,5.28744423
14384,KEYYIZ,C16 H13 N3 O1,Cc1ccc(NN=C(C#N)C(=O)c2ccccc2)cc1,5.9206531600000005
14385,KEZBEW,C22 H36 N4 O8 P2,COC(=O)C1=C(C(=O)OC)P(=C2C(=C(C(=O)OC)P(=C12)(N(C)C)N(C)C)C(=O)OC)(N(C)C)N(C)C,5.37370431
14386,KEZCUQ,C29 H30 N4,C1CCN(CC1)C1=CC(=C2c3ccccc3N=C2C2=C1c1ccccc1N2)N1CCCCC1,5.12390381
14387,KEZHII,C30 H30 N2 O2,CCCCN(CCCC)c1ccc2N=C3C(=C(C(=O)c4ccccc34)c3ccccc3)Oc2c1,4.5919212300000005
14388,KEZHOO,C38 H34 N2 O2,CCCCN(CCCC)c1ccc2N=C3C(=C(C(=O)c4ccccc34)c3c4ccccc4cc4ccccc34)Oc2c1,4.5951866
14389,KEZHUU,C34 H32 N2 O2,CCCCN(CCCC)c1ccc2N=C3C(=C(C(=O)c4ccccc34)c3cccc4ccccc34)Oc2c1,4.72607335
14390,KEZKAD,C34 H27 Br3 N4 O1,CN(c1ccccc1)C(C=Cc1ccccc1)=C1N(N=C2COC3Cc4ccccc4C3N12)c1c(Br)cc(Br)cc1Br,5.3500304100000005
14391,KEZKEH,C32 H25 Br3 N4 O1,CN(c1ccccc1)C(c1ccccc1)=C1N(N=C2COC3Cc4ccccc4C3N12)c1c(Br)cc(Br)cc1Br,5.77316745
14392,KEZLAE,C27 H25 O4 P1,COC(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)=C1C(=O)OC(C)(C)C1=O,5.562007100000001
14393,KEZLOQ,C17 H17 N5 S1,CCCS[N-][n+]1nc(nnc1c1ccccc1)c1ccccc1,5.70160151
14394,KEZPOW,C20 H15 N5 S1,S=C1N=C(N=C(Nc2ccccc2)N1c1ccccc1)c1cccnc1,5.70296208
14395,KEZQEN,C15 H15 N3,CN(C)C=CC(c1ccc(C)cc1)=C(C#N)C#N,5.713030290000001
14396,KEZQUD,C24 H20 O2,COc1ccc2C(=C(C(c3ccccc3)c2c1)C(=O)c1ccccc1)C,6.04228805
14397,KEZXOF,C19 H12 F6 O1 S2,CS(=O)C1=C(SC(=C1)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F,6.22895815
14398,KIBCUT,C18 H18 N2 O1 S1,CN(C)C(=O)C=C(NC(=S)c1ccccc1)c1ccccc1,5.68037663
14399,KIBDAA,C18 H18 N2 O1 S1,CN(C)C(=S)C=C(NC(=O)c1ccccc1)c1ccccc1,5.96038178
14400,KIBFOT,C25 H25 N1 O5,COc1ccc(cc1OC)C1C2CCCN2C2(C1C(C)=O)C(=O)c1ccccc1C2=O,6.165555629999998
14401,KIBHUZ,C16 H12 O4,COc1ccc2C(=O)c3ccccc3C(=O)c2c1OC,5.99766138
14402,KIBJUC,C31 H29 F4 N1 O4,CON(C)C(=O)c1ccc(cc1)C=Cc1c(F)c(F)c(C=Cc2ccc(cc2)C2OCC(C)(C)CO2)c(F)c1F,5.37452066
14403,KIBLIT,C14 H7 N3 S4,N1C=C2SC(SC2=C1)=C1Sc2cc3nccnc3cc2S1,4.58076456
14404,KIBLOZ,C26 H19 N3 S6,CC1=CC(=C(C)S1)c1nc2cc3SC(Sc3cc2nc1C1=C(C)SC(=C1)C)=C1SC2=CNC=C2S1,4.70484847
14405,KIBMUG,C10 H14 N4 O2,CC(C)(C)NC(=O)Nc1ccc(cn1)N=O,6.38406304
14406,KIBNER,C31 H23 N1 O4,COc1ccc(cc1)C1(C(=O)OC)C(=O)N=C(c2ccccc2)C21c1ccccc1c1ccccc21,5.853441030000001
14407,KIBNOB,C36 H26 N4,CCN1c2ccccc2c2cc(ccc12)c1cc(C#N)c(cc1C#N)c1ccc2N(CC)c3ccccc3c2c1,5.486359459999999
14408,KIBNUF,C14 H17 N1 O2 Se1,COc1cc2C=CN(C(C)C)C(=[Se])c2cc1OC,5.50459108
14409,KIBPET,C32 H41 Cl1 N2 O2,Cc1ccc2c(Cl)cc([nH+]c2c1C)C1=C([O-])C(=CC(=C(CN2CCCCC2)C1=O)C(C)(C)C)C(C)(C)C,5.37969082
14410,KIBPIX,C28 H19 N3,N#CC=C(C=C1C=Cc2ccccc2N1C(=CC#N)c1ccccc1)c1ccccc1,4.85777646
14411,KIBPOD,C22 H22 N4 S1,C1CCC2(C1)Cc1ccccc1C(N2)=CC1=NN=C(Nc2ccccc2)S1,5.6798324000000004
14412,KIBPUI,C12 H13 N1 O6,OC(=O)C[NH+](CC(=O)[O-])Cc1ccc(cc1)C(O)=O,5.62268849
14413,KIBQUK,C19 H21 N1 O8,CCOC(=O)C(O)=CC(=O)c1cc(c(C)nc1C)C(=O)C=C(O)C(=O)OCC,6.670871050000001
14414,KIBVEY,C12 H5 Br1 N2 S5,BrC1=CC=C(C2=CSC(S2)=C2SC=CS2)C2=NSN=C12,3.7080954399999997
14415,KIBWUO,C21 H25 N5,CCC1=NC(=Nc2ccc(C)cc2)N(c2ccc(C)cc2)C(=N1)N(C)C,6.09915985
14416,KIBXAV,C25 H25 N5,CN(C)C1=NC(=NC(=Nc2ccc(C)cc2)N1c1ccc(C)cc1)c1ccccc1,5.83602575
14417,KICFOU,C21 H14 N2 O2,O=C(Nc1ccccc1C1=Nc2ccccc2C1=O)c1ccccc1,4.94947883
14418,KICGEL,C34 H18,Cc1c2ccc3c4Cc5ccccc5c4c4ccc5cc6c7ccccc7c1c6c1c5c4c3c21,5.06022916
14419,KICGUB,C26 H21 N1 O2 S1,Cc1ccc(cc1)C=C1N(c2cccc3cccc1c23)S(=O)(=O)c1ccc(C)cc1,5.33724106
14420,KICKEP,C47 H36,Cc1cc(C)c(c(C)c1)c1c2cccc(c3ccc(cc3)c3ccccc3)c2cc2c(cccc12)c1ccc(cc1)c1ccccc1,5.3307103300000005
14421,KICKIT,C35 H28,Cc1cc(C)c(c(C)c1)c1c2cccc(c3ccccc3)c2cc2c(cccc12)c1ccccc1,5.30948545
